935,482
935,507
935,528
935,553
935,574
935,618
935,645
935,667
935,691
935,734
935,756
935,783
935,805
960,805
960,783
960,756
960,734
960,691
960,667
960,645
960,618
960,574
960,553
960,528
960,507
960,482
985,482
985,507
985,528
985,553
985,574
985,618
985,645
985,667
985,691
985,734
985,756
985,783
985,805
1010,805
1010,783
1010,756
1010,734
1010,691
1010,667
1010,645
1010,618
1010,574
1010,553
1010,528
1010,507
1010,482
1035,482
1035,507
1035,528
1035,553
1035,574
1035,618
1035,645
1035,667
1035,691
1035,734
1035,756
1035,783
1035,805
1060,805
1060,783
1060,756
1060,734
1060,691
1060,667
1060,645
1060,618
1060,574
1060,553
1060,528
1060,507
1060,482
