131,456
153,455
170,455
198,454
216,453
239,454
335,456
354,453
379,455
401,455
419,453
443,455
459,454
482,451
487,408
466,408
443,410
420,407
399,407
379,407
359,408
336,406
240,408
216,407
195,408
175,408
150,406
130,408
131,363
152,364
172,363
198,364
211,364
233,365
333,364
354,366
379,364
402,363
416,363
438,364
461,364
484,364
485,315
463,318
438,320
419,321
398,321
374,319
351,318
335,320
244,316
217,315
195,316
177,318
155,315
129,320
129,274
152,272
176,271
193,272
212,272
241,273
330,274
354,273
379,273
400,274
418,275
440,275
465,277
484,274
483,228
465,230
442,230
417,228
400,229
378,228
358,228
334,230
238,231
219,228
198,228
172,228
150,228
132,230
130,180
149,183
175,182
189,183
217,184
235,186
332,184
354,184
376,183
400,185
423,184
438,183
466,181
481,181
