501,588
468,588
502,551
469,552
416,559
375,558
300,560
256,559
215,558
179,559
136,557
95,558
95,514
137,517
177,517
214,516
257,518
298,516
333,514
374,516
418,516
467,518
503,518
501,484
466,484
416,476
373,478
332,478
297,475
256,478
216,476
178,476
138,477
95,477
96,430
136,434
179,436
214,435
256,434
297,435
331,435
375,434
414,433
466,446
503,449
468,391
415,392
374,393
332,392
298,391
258,393
215,392
179,391
137,391
93,390
94,349
136,348
178,349
216,348
256,350
298,348
331,348
374,349
416,350
417,306
374,308
331,309
299,308
257,306
214,307
178,309
137,308
93,307
94,264
137,264
178,266
214,264
256,266
299,264
332,266
373,266
415,264
414,224
373,225
332,223
299,224
257,224
216,224
177,225
136,224
94,224
92,183
136,184
178,180
215,182
257,182
300,183
327,181
375,183
416,181
