1138,520
1138,547
1138,572
1138,620
1138,642
1138,667
1138,691
1138,745
1138,770
1138,797
1165,797
1165,770
1165,745
1165,691
1165,667
1165,642
1165,620
1165,572
1165,547
1165,520
1192,520
1192,547
1192,572
1192,620
1192,642
1192,667
1192,691
1192,745
1192,770
1192,797
1219,797
1219,770
1219,745
1219,691
1219,667
1219,642
1219,620
1219,572
1219,547
1219,520
1246,520
1246,547
1246,572
1246,620
1246,642
1246,667
1246,691
1246,745
1246,770
1246,797
1273,797
1273,770
1273,745
1273,691
1273,667
1273,642
1273,620
1273,572
1273,547
1273,520
