887,677
890,837
884,975
878,1122
881,1267
881,1400
881,1559
875,1685
872,1839
1037,616
1028,837
1019,963
1022,1125
1028,1291
1037,1408
1028,1541
1031,1685
1028,1797
1137,672
1134,837
1128,969
1143,1134
1143,1282
1146,1411
1146,1547
1137,1694
1137,1777
1249,654
1249,825
1243,943
1246,1128
1252,1240
1246,1382
1243,1506
1235,1674
1237,1809
1358,674
1349,851
1338,984
1358,1117
1358,1240
1344,1403
1344,1509
1352,1715
1352,1827
1456,778
1453,928
1456,1122
1444,1285
1461,1411
1456,1538
1459,1694
1461,1836
1559,792
1556,922
1562,1128
1556,1252
1565,1388
1568,1523
1576,1685
1573,1800
