253,470
257,439
268,412
283,384
306,359
327,341
357,328
387,320
418,318
416,289
380,293
346,303
312,317
285,340
259,368
240,398
228,432
224,469
184,470
186,441
193,412
204,384
217,357
236,334
255,312
279,293
303,279
329,266
359,257
387,252
418,249
417,219
386,220
351,226
320,237
289,251
260,269
234,292
213,316
192,342
177,372
164,403
157,437
155,470
115,471
118,437
125,406
133,374
145,343
162,314
184,289
206,265
231,242
259,224
288,208
320,195
352,188
384,181
418,181
345,159
309,169
276,183
243,199
212,221
186,244
161,270
140,298
120,331
107,363
94,398
112,282
138,251
166,222
196,197
228,174
155,164
140,180
125,195
109,211
