1385,477
1385,498
1385,523
1385,547
1385,596
1385,620
1385,645
1385,669
1385,710
1385,732
1385,756
1385,780
1412,780
1412,756
1412,732
1412,710
1412,669
1412,645
1412,620
1412,596
1412,547
1412,523
1412,498
1412,477
1439,477
1439,498
1439,523
1439,547
1439,596
1439,620
1439,645
1439,669
1439,710
1439,732
1439,756
1439,780
1466,780
1466,756
1466,732
1466,710
1466,669
1466,645
1466,620
1466,596
1466,547
1466,523
1466,498
1466,477
1490,477
1490,498
1490,523
1490,547
1490,596
1490,620
1490,645
1490,669
1490,710
1490,732
1490,756
1490,780
1515,780
1515,756
1515,732
1515,710
1515,669
1515,645
1515,620
1515,596
1515,547
1515,523
1515,498
1515,477
