201,291
213,315
221,340
229,366
234,410
236,437
236,462
235,488
226,531
221,558
211,582
202,607
254,607
263,582
273,558
278,531
287,488
288,462
288,437
286,410
281,366
273,340
265,315
253,291
305,291
317,315
325,340
333,366
338,410
340,437
340,462
339,488
330,531
325,558
315,582
306,607
358,607
367,582
377,558
382,531
391,488
392,462
392,437
390,410
385,366
377,340
369,315
357,291
404,291
416,315
424,340
432,366
437,410
439,437
439,462
438,488
429,531
424,558
414,582
405,607
457,607
466,582
476,558
481,531
490,488
491,462
491,437
489,410
484,366
476,340
468,315
456,291
508,291
520,315
528,340
536,366
541,410
543,437
543,462
542,488
533,531
528,558
518,582
509,607
561,607
570,582
578,558
582,531
589,488
590,462
590,437
588,410
583,366
578,340
572,315
560,291
