414,331
394,331
116,330
95,331
132,297
151,297
172,297
194,296
212,296
232,296
279,296
296,296
316,296
338,295
358,295
378,296
373,273
353,273
333,273
314,273
294,273
274,273
237,273
217,273
198,273
176,273
157,273
138,273
138,251
158,251
177,251
197,250
218,250
236,250
273,250
294,250
312,250
333,250
352,250
375,251
374,229
354,229
335,229
314,229
294,229
272,229
236,227
215,227
195,228
175,229
156,228
136,228
137,205
156,206
179,206
197,206
215,206
236,206
275,206
294,206
311,206
332,206
352,206
374,206
392,182
373,184
352,184
333,184
314,184
292,183
273,183
237,183
217,184
197,182
178,182
158,182
138,182
119,182
118,159
137,160
158,160
178,160
195,160
217,160
236,160
274,160
293,160
313,160
336,160
354,159
374,159
393,159
393,138
374,138
352,138
333,138
313,138
295,138
272,138
236,138
216,138
196,138
178,138
158,138
139,138
118,138
118,114
137,114
158,114
177,114
198,114
218,114
236,114
273,114
294,114
312,114
334,114
353,114
371,114
394,114
403,91
381,92
361,92
341,92
322,92
187,92
167,92
149,92
127,92
107,92
