Image File,CSV Files,Export File,Numbering Option,Skipping Option,First Seat Number,Last Seat Number,Special File,Shape to Draw
CE_1106.jpg,CE_1106.csv,AAC_120.jpg,continuous,noskip,1,20,-,circle
