515,166
516,214
516,262
515,307
517,355
451,167
451,214
450,260
453,308
451,358
476,488
481,535
480,583
412,584
414,539
413,488
389,357
388,307
389,263
388,215
389,166
326,165
328,211
326,260
327,309
325,355
351,485
351,535
350,584
287,586
288,537
288,490
264,354
263,310
264,264
261,216
261,168
201,166
201,214
201,262
201,309
224,485
223,536
226,582
136,308
134,263
134,214
135,166

